Id,Car_Name,Aspirational_Value,Age,km_driven,fuel,transmission,selling_price
1484,Duster,Premium,9,160000,Diesel,Manual,500000
1490,Spark,General,12,45000,Petrol,Manual,175000
1493,Omni,General,8,120000,Petrol,Manual,150000
1494,Indica,General,11,10000,Diesel,Manual,149000
1495,Indica,General,11,80000,Diesel,Manual,160000
1497,XUV500,Premium,8,156000,Diesel,Manual,800000
1498,Innova,General,12,120000,Diesel,Manual,819999
1505,Polo,Premium,9,100000,Diesel,Manual,434999
1506,Indigo,General,16,110000,Petrol,Manual,100000
1508,Indica,General,13,100000,Petrol,Manual,200000
1512,Rapid,General,10,120000,Diesel,Manual,275000
1514,XUV500,Premium,2,25000,Diesel,Manual,1400000
1522,Grand_i10,General,9,44000,Petrol,Manual,345000
1534,Mobilio,General,6,50000,Diesel,Manual,680000
1537,Manza,General,12,50000,Petrol,Manual,150000
1546,Alto,General,8,40000,Petrol,Manual,200999
1549,Indigo,General,10,110000,Diesel,Manual,160000
1554,City,General,10,10000,Petrol,Manual,700000
1565,Santro,General,3,10000,Petrol,Manual,480000
1567,Polo,Premium,11,60000,Diesel,Manual,290000
1574,Baleno,General,5,60000,Petrol,Manual,509000
1575,SX4,General,6,80000,Diesel,Manual,650000
1581,Alto,General,16,100000,Petrol,Manual,105000
1586,Swift,General,13,60000,Petrol,Manual,250000
1588,Alto,General,14,100000,Petrol,Manual,69000
1590,Zen,General,15,90000,Petrol,Manual,90000
1593,Alto,General,2,1100,Petrol,Manual,250000
1599,Indigo,General,10,120000,Diesel,Manual,130000
1601,Civic,Premium,16,70000,Petrol,Automatic,125000
1604,Santro,General,14,85000,Petrol,Manual,125000
1609,Swift,General,17,118400,Petrol,Manual,85000
1612,Ecosport,Premium,7,68000,Diesel,Manual,650000
1614,Etios,General,5,6480,Petrol,Manual,650000
1616,Yaris,General,4,19107,Petrol,Manual,850000
1618,Swift,General,7,28217,Petrol,Manual,415000
1622,Creta,Premium,7,58692,Diesel,Manual,850000
1624,Corolla,Premium,6,64156,Petrol,Manual,1150000
1626,Vento,General,10,97000,Diesel,Manual,215000
1627,SX4,General,13,120000,Petrol,Automatic,130000
1630,Beat,General,6,52000,Petrol,Manual,245000
1633,Fusion,General,17,100000,Petrol,Manual,120000
1637,WagonR,General,5,30000,Petrol,Manual,350000
1638,WagonR,General,17,40000,Petrol,Manual,80000
1642,Sail,General,6,30000,Petrol,Manual,250000
1646,EON,General,6,80000,Petrol,Manual,229999
1652,Fabia,General,10,50000,Petrol,Manual,300000
1655,Esteem,General,16,110000,Petrol,Manual,95000
1656,Polo,Premium,9,100000,Petrol,Manual,400000
1663,Alto,General,5,30000,Petrol,Manual,250000
1665,Swift,General,10,90000,Petrol,Manual,368000
1666,Innova,General,8,144000,Diesel,Manual,650000
1667,WagonR,General,10,60000,LPG,Manual,180000
1675,Santro,General,14,100000,Petrol,Manual,130000
1679,Amaze,General,9,53000,Diesel,Manual,450000
1681,SX4,General,11,90000,Diesel,Manual,260000
1682,Swift,General,9,80000,Diesel,Manual,370000
1685,Innova,General,9,170000,Diesel,Manual,700000
1686,Elite,General,2,7300,Petrol,Manual,545000
1690,Thar,General,9,25000,Diesel,Manual,580000
1692,Grand_i10,General,4,6000,Petrol,Manual,450000
1693,Alto,General,12,36000,Petrol,Manual,160000
1697,Bolero,General,3,24000,Diesel,Manual,800000
1698,Swift,General,4,20000,Diesel,Manual,680000
1700,Innova,General,6,70000,Diesel,Manual,1300000
1701,Swift,General,6,60000,Petrol,Manual,500000
1702,Q5,Premium,7,35000,Diesel,Automatic,3500000
1713,Ecosport,Premium,2,101,Diesel,Manual,1000000
1714,Figo,General,7,52328,Diesel,Manual,495000
1723,Maruti 800,General,13,50000,Petrol,Manual,125000
1726,Brezza,General,5,40000,Diesel,Manual,875000
1729,Accent,General,18,110000,Petrol,Manual,120000
1731,Duster,Premium,9,120000,Diesel,Manual,650000
1733,Amaze,General,8,15000,Petrol,Automatic,400000
1735,Santro,General,14,41723,Petrol,Manual,120000
1737,Alto,General,10,20000,Petrol,Manual,175000
1745,Evalia,General,8,28245,Diesel,Manual,650000
1746,Grand_i10,General,5,27005,Diesel,Manual,575000
1747,i10,General,8,39227,Petrol,Manual,355000
1749,WagonR,General,14,35008,Petrol,Manual,221000
1751,Santro,General,18,100005,Petrol,Manual,90000
1756,RediGO,General,4,2769,Petrol,Manual,375000
1764,XUV500,Premium,7,55000,Diesel,Manual,850000
1774,Ecosport,Premium,2,1010,Petrol,Manual,1030000
1777,Ecosport,Premium,2,1010,Diesel,Manual,1331000
1782,Scorpio,Premium,7,70000,Diesel,Manual,830000
1786,Accent,General,16,110000,Petrol,Manual,120000
1789,WagonR,General,9,80000,Petrol,Manual,213000
1805,Alto,General,15,70000,Petrol,Manual,135000
1816,Ertiga,General,10,120000,Diesel,Manual,600000
1820,Creta,Premium,4,70000,Diesel,Manual,950000
1822,XUV500,Premium,10,120000,Diesel,Manual,700000
1828,Scorpio,Premium,7,50000,Diesel,Manual,630000
1831,C-Class,Premium,4,10000,Diesel,Automatic,3800000
1832,A4,Premium,9,86000,Diesel,Automatic,1580000
1836,Grand_i10,General,5,19890,Petrol,Automatic,550000
1838,Ertiga,General,7,11918,Petrol,Manual,625000
1842,S-Cross,General,7,45974,Diesel,Manual,750000
1856,Alto,General,10,40000,Petrol,Manual,260000
1857,Polo,Premium,10,55000,Diesel,Manual,265000
1859,Safari,Premium,6,80000,Diesel,Manual,869999
1860,Baleno,General,4,40000,Petrol,Manual,690000
1873,Indica,General,10,80000,Diesel,Manual,150000
1878,Polo,Premium,10,55000,Diesel,Manual,265000
1883,Baleno,General,4,40000,Petrol,Manual,690000
1885,Maruti 800,General,9,70000,Petrol,Manual,170000
1890,WagonR,General,17,100000,Petrol,Manual,100000
1891,Indica,General,14,110000,Petrol,Manual,65000
1892,Verna,General,10,90000,Diesel,Manual,312000
1894,Santro,General,17,47000,Petrol,Manual,150000
1902,Figo,General,5,35122,Diesel,Manual,600000
1906,Beat,General,9,50000,Petrol,Manual,200000
1908,Rapid,General,5,40000,Diesel,Automatic,750000
1909,Swift,General,3,22000,Diesel,Automatic,725000
1910,Alto,General,15,100000,Petrol,Manual,100000
1920,Bolero,General,15,130000,Diesel,Manual,185000
1925,Punto,General,12,50000,Petrol,Manual,80000
1926,Xcent,General,4,8000,Petrol,Manual,500000
1931,Scorpio,Premium,12,90000,Diesel,Manual,480000
1932,KUV,General,4,30000,Petrol,Manual,320000
1934,Indica,General,16,80000,Diesel,Manual,57000
1938,City,General,18,100000,Petrol,Manual,105000
1941,Indigo,General,10,90000,Diesel,Manual,130000
1943,Amaze,General,6,50000,Petrol,Manual,330000
1944,WagonR,General,8,15000,Petrol,Manual,340000
1946,Safari,Premium,8,78322,Diesel,Manual,550000
1958,Safari,Premium,9,80000,Diesel,Manual,430000
1959,Bolero,General,13,55000,Diesel,Manual,300000
1962,Verna,General,11,31000,Diesel,Manual,500000
1963,WagonR,General,11,50000,Petrol,Manual,250000
1964,Swift,General,4,38217,Diesel,Manual,700000
1971,Harrier,Premium,3,10000,Diesel,Manual,1700000
1976,WagonR,General,5,30000,Petrol,Manual,350000
1977,i10,General,11,50000,Petrol,Manual,250000
1980,Indica,General,13,30000,Diesel,Manual,150000
1986,Corolla,Premium,14,35000,Petrol,Manual,400000
1990,WagonR,General,15,60000,Petrol,Manual,80000
1992,Accent,General,11,60000,Petrol,Manual,150000
1998,Alto,General,15,100000,Petrol,Manual,125000
2001,Swift,General,8,80000,Diesel,Manual,458000
2003,Alto,General,14,70000,Petrol,Manual,95000
2015,i10,General,12,90000,Petrol,Manual,150000
2020,Alto,General,4,16584,Petrol,Manual,300000
2022,WagonR,General,12,51000,Petrol,Manual,221000
2025,Santro,General,20,120000,Petrol,Manual,60000
2029,XUV500,Premium,7,60000,Diesel,Automatic,1250000
2036,Grand_i10,General,5,44000,Diesel,Manual,509999
2037,Nano,General,7,45000,Petrol,Manual,110000
2041,E-Class,Premium,9,35000,Petrol,Automatic,1000000
2042,Alto,General,9,25000,Petrol,Manual,92800
2049,EON,General,10,70000,Petrol,Manual,215000
2050,Fiesta,General,13,110000,Diesel,Manual,150000
2051,Alto,General,19,5000,Petrol,Manual,60000
2055,Verna,General,14,90000,Petrol,Manual,120000
2059,XUV500,Premium,4,58000,Diesel,Manual,1150000
2062,Nano,General,7,57000,Petrol,Manual,73000
2063,Swift,General,7,87000,Diesel,Manual,400000
2064,KWID,General,5,70000,Petrol,Manual,300000
2066,Swift,General,10,80000,Diesel,Manual,450000
2069,Grand_i10,General,5,3917,Petrol,Manual,550000
2073,SX4,General,10,69069,Petrol,Manual,310000
2075,WagonR,General,8,59059,Petrol,Manual,300000
2076,Accent,General,9,70000,Petrol,Manual,200000
2087,KWID,General,5,10000,Petrol,Manual,300000
2089,WagonR,General,6,30000,CNG,Manual,350000
2100,WR-V,Premium,5,140000,Diesel,Manual,650000
2103,Zen,General,11,33000,Petrol,Manual,280000
2109,WagonR,General,12,70000,Petrol,Manual,222000
2114,Verna,General,11,72000,Diesel,Manual,210000
2116,Innova,General,11,135200,Diesel,Manual,450000
2120,EcoSport,Premium,5,35000,Diesel,Manual,825000
2121,Accent,General,15,76000,Petrol,Manual,125000
2125,Civic,Premium,16,120000,Petrol,Manual,220000
2126,BR-V,General,2,1100,Petrol,Manual,1250000
2129,EcoSport,Premium,4,15000,Diesel,Manual,615000
2130,Beat,General,10,58000,Diesel,Manual,130000
2135,D-Max,General,4,40000,Diesel,Manual,1500000
2140,Bolero,General,4,80000,Diesel,Manual,700000
2141,Alto,General,8,40000,Petrol,Manual,175000
2143,Ritz,General,6,100000,Diesel,Manual,380000
2153,Indigo,General,14,150000,Diesel,Manual,80000
2154,EcoSport,Premium,3,17000,Diesel,Manual,950000
2158,Amaze,General,9,120000,Diesel,Manual,349000
2159,i20,General,10,90000,Petrol,Manual,330000
2162,Swift,General,8,90000,Diesel,Manual,390000
2164,Scorpio,Premium,12,166000,Diesel,Automatic,350000
2168,Grand_i10,General,7,60000,Diesel,Manual,300000
2171,EON,General,7,21000,Petrol,Manual,295000
2172,Jaguar,Premium,10,66363,Petrol,Automatic,2050000
2174,Verna,General,5,10000,Petrol,Automatic,1100000
2176,Swift,General,6,7104,Petrol,Manual,670000
2177,S-Cross,General,7,45974,Diesel,Manual,750000
2178,Verna,General,7,55340,Petrol,Manual,760000
2181,Celerio,General,6,39415,Petrol,Automatic,450000
2182,Brio,General,8,29654,Petrol,Manual,425000
2188,Tiago,General,4,10000,Petrol,Manual,539000
2194,Scorpio,Premium,13,170000,Diesel,Automatic,360000
2195,Santro,General,19,110000,Petrol,Manual,85000
2197,GO,General,7,25000,Petrol,Manual,380000
2198,i10,General,13,80000,Petrol,Manual,140000
2199,WagonR,General,10,90000,Petrol,Manual,200000
2201,Indica,General,10,80000,Diesel,Manual,150000
2204,KWID,General,5,50000,Petrol,Manual,280000
2206,Aveo,General,13,38500,Petrol,Manual,110000
2208,Creta,Premium,2,10000,Diesel,Manual,1050000
2218,Sail,General,9,80000,Diesel,Manual,225000
2225,Swift,General,11,70000,Petrol,Manual,175000
2231,Captur,General,5,13500,Diesel,Manual,825000
2235,A4,Premium,9,86000,Diesel,Automatic,1580000
2236,X5,Premium,3,30000,Diesel,Automatic,4950000
2237,Creta,Premium,6,52600,Diesel,Manual,535000
2243,Beat,General,6,41000,Petrol,Manual,239000
2256,Creta,Premium,6,52600,Diesel,Manual,535000
2264,S-Cross,General,7,45974,Diesel,Manual,750000
2267,Santro,General,17,56580,Petrol,Manual,80000
2269,Verna,General,7,55340,Petrol,Manual,760000
2270,Swift,General,5,46507,Diesel,Manual,600000
2273,Alto,General,11,70000,Petrol,Manual,150000
2281,Sunny,General,10,110000,Diesel,Manual,300000
2282,Santro,General,17,56580,Petrol,Manual,80000
2290,BMW_730LD,Premium,16,30000,Diesel,Automatic,1050000
2306,EON,General,5,19000,Petrol,Manual,250000
2315,City,General,4,29600,Petrol,Manual,1200000
2322,Corolla,Premium,12,80000,Petrol,Automatic,350000
2325,Amaze,General,4,49000,Diesel,Manual,790000
2330,Ertiga,General,3,30000,Diesel,Manual,1100000
2331,Lodgy,General,7,35000,Diesel,Manual,715000
2333,Verna,General,15,80000,Diesel,Manual,175000
2335,Alto,General,9,25000,Petrol,Manual,92800
2336,Xenon,General,8,90000,Diesel,Manual,291000
2342,WagonR,General,17,70000,Petrol,Manual,75000
2344,Santro,General,9,60000,Petrol,Manual,270000
2352,Etios,General,10,137250,Diesel,Manual,345000
2353,Scorpio,Premium,9,110000,Diesel,Manual,500000
2354,Grand_i10,General,5,27000,Petrol,Manual,595000
2356,Vento,General,3,5400,Diesel,Manual,1350000
2357,KWID,General,2,1000,Petrol,Manual,541000
2359,Figo,General,3,13000,Diesel,Manual,894999
2369,Swift,General,4,30000,Petrol,Manual,700000
2374,Alto,General,9,47000,Petrol,Manual,225000
2375,Nexon,General,4,11200,Petrol,Manual,570000
2376,Alto,General,4,35000,Petrol,Manual,305000
2379,Omni,General,4,20000,Petrol,Manual,288000
2380,Bolero,General,5,75000,Diesel,Manual,800000
2383,Eeco,General,8,30000,Petrol,Manual,325000
2384,Duster,Premium,9,73000,Diesel,Manual,450000
2387,Santro,General,15,85000,Petrol,Manual,135000
2389,Swift,General,10,55000,Diesel,Manual,350000
2395,Alto,General,15,100000,Petrol,Manual,90000
2397,Figo,General,9,90000,Diesel,Manual,285000
2398,Innova,General,11,167000,Diesel,Manual,665000
2399,Scorpio,Premium,17,150000,Diesel,Manual,175000
2401,City,General,4,22000,Petrol,Automatic,1225000
2404,Amaze,General,4,32114,Diesel,Manual,780000
2406,Swift,General,16,95149,Petrol,Manual,160000
2409,City,General,8,90000,Diesel,Manual,515000
2411,Alto,General,13,80000,Petrol,Manual,140000
2415,Sunny,General,7,50000,Diesel,Manual,450000
2416,Etios,General,10,56000,Diesel,Manual,409999
2419,TUV,General,5,80000,Diesel,Manual,650000
2420,Getz,General,12,105546,Petrol,Manual,150000
2422,Innova,General,10,80000,Diesel,Manual,1000000
2424,Elite,General,3,11240,Petrol,Manual,800000
2426,Etios,General,11,120000,Diesel,Manual,350000
2428,Scorpio,Premium,8,130000,Diesel,Manual,700000
2431,City,General,11,110000,Petrol,Manual,310000
2433,Alto,General,13,80000,Petrol,Manual,130000
2436,Swift,General,11,100000,Petrol,Manual,150000
2438,Creta,Premium,6,90000,Diesel,Manual,950000
2442,Renault,General,13,30000,Petrol,Manual,200000
2443,Indigo,General,12,96000,Diesel,Manual,250000
2444,Marazzo,General,4,10000,Diesel,Manual,1300000
2451,Ecosport,Premium,9,100000,Petrol,Manual,350000
2456,KWID,General,5,18500,Petrol,Manual,325000
2459,XUV500,Premium,10,53600,Diesel,Manual,711000
2460,Innova,General,7,53652,Diesel,Manual,851000
2461,Ritz,General,11,52895,Diesel,Manual,260000
2464,Scorpio,Premium,10,60236,Diesel,Manual,550000
2470,Punto,General,8,120000,Diesel,Manual,270000
2473,Altroz,General,2,5000,Petrol,Manual,500000
2480,Baleno,General,4,7600,Petrol,Automatic,600000
2483,Indica,General,12,110000,Petrol,Manual,75000
2487,EON,General,3,5000,Petrol,Manual,400000
2488,Tigor,General,4,40000,Petrol,Manual,459999
2489,Xcent,General,5,43000,Diesel,Manual,450000
2493,Beat,General,9,93900,Diesel,Manual,130000
2497,Optra,General,10,25000,Diesel,Manual,300000
2499,A-Star,General,13,25000,Petrol,Manual,145000
2505,KUV,General,6,21000,Petrol,Manual,420000
2506,Alto,General,6,20000,Petrol,Manual,350000
2513,EON,General,10,55766,Petrol,Manual,150000
2514,Micra,General,11,40000,Petrol,Manual,275000
2518,Duster,Premium,9,1000,Diesel,Manual,450000
2521,Indigo,General,7,68745,Diesel,Manual,225000
2522,Alto,General,16,132000,Petrol,Manual,165000
2524,XUV500,Premium,6,47000,Diesel,Manual,900000
2530,EON,General,6,24662,Petrol,Manual,320000
2535,KUV,General,6,31367,Diesel,Manual,470000
2537,Santro,General,13,27005,Petrol,Manual,195000
2547,Aspire,General,4,20000,Diesel,Manual,861999
2552,Jazz,General,6,105429,Petrol,Manual,612000
2561,Jetta,General,10,55300,Diesel,Automatic,735000
2562,Amaze,General,6,11958,Petrol,Manual,495000
2566,i20,General,8,23122,Petrol,Manual,475000
2568,Bolero,General,9,62200,Diesel,Manual,325000
2569,A6,Premium,8,34000,Diesel,Automatic,1470000
2571,A8,Premium,9,49000,Diesel,Automatic,2800000
2575,A4,Premium,9,53000,Diesel,Automatic,1150000
2577,E-Class,Premium,4,9800,Petrol,Automatic,4500000
2582,Swift,General,16,110000,Petrol,Manual,95000
2584,Tigor,General,3,17000,Petrol,Manual,670000
2585,Alto,General,14,140000,Petrol,Manual,65000
2586,Xylo,General,7,50000,Diesel,Manual,500000
2588,WagonR,General,5,70000,Petrol,Manual,350000
2589,Beat,General,10,70000,Diesel,Manual,200000
2594,Innova,General,4,15000,Diesel,Manual,1700000
2597,Elite,General,3,5200,Petrol,Manual,600000
2598,Beat,General,12,60000,Petrol,Manual,99000
2600,Indigo,General,16,40000,Petrol,Manual,75000
2605,i20,General,5,70000,Petrol,Manual,600000
2609,XUV500,Premium,4,20000,Diesel,Manual,1400000
2610,KWID,General,4,20000,Petrol,Manual,300000
2613,X1,Premium,3,9500,Diesel,Automatic,2600000
2622,EON,General,7,80000,Petrol,Manual,170000
2625,Spark,General,11,68519,Petrol,Manual,130000
2631,City,General,12,50000,Petrol,Manual,400000
2632,Zen,General,20,120000,Petrol,Manual,100000
2642,Alto,General,24,120000,Petrol,Manual,70000
2644,Swift,General,7,60000,Diesel,Manual,350000
2649,Xylo,General,12,120000,Diesel,Manual,325000
2651,Bolero,General,13,178000,Diesel,Manual,300000
2654,Tiago,General,3,3000,Petrol,Manual,425000
2657,Xcent,General,8,60000,Petrol,Manual,335000
2658,Optra,General,16,79000,Petrol,Manual,120000
2660,Getz,General,17,70000,Petrol,Manual,250000
2662,SX4,General,12,70000,Petrol,Manual,250000
2671,EcoSport,Premium,5,19000,Petrol,Manual,800000
2676,Innova,General,10,70000,Diesel,Manual,725000
2679,KWID,General,5,55000,Petrol,Manual,350000
2681,Ritz,General,10,80000,Diesel,Manual,300000
2682,Q5,Premium,12,110000,Petrol,Automatic,1100000
2684,Tiago,General,4,30000,Petrol,Manual,500000
2690,Ecosport,Premium,8,110000,Diesel,Manual,550000
2693,Innova,General,10,220000,Diesel,Manual,800000
2694,Eeco,General,4,25000,Petrol,Manual,300000
2700,Alto,General,14,30000,Petrol,Manual,114999
2701,Fortuner,Premium,8,50000,Diesel,Manual,1800000
2705,WagonR,General,11,40000,Petrol,Manual,170000
2706,Verna,General,8,100000,Petrol,Manual,550000
2708,Elantra,General,8,30000,Diesel,Manual,650000
2717,Indigo,General,13,50000,Diesel,Manual,130000
2719,City,General,12,90000,Petrol,Manual,254999
2721,i10,General,10,50000,Petrol,Manual,210000
2729,WagonR,General,9,62000,Petrol,Manual,229999
2730,Ecosport,Premium,4,10000,Petrol,Automatic,875000
2731,Eeco,General,12,80000,CNG,Manual,170000
2739,Grand_i10,General,5,19890,Petrol,Automatic,550000
2745,S-Cross,General,7,45974,Diesel,Manual,750000
2747,A6,Premium,9,58500,Diesel,Automatic,1300000
2749,Laura,General,10,52000,Diesel,Manual,385000
2750,Verna,General,7,55340,Petrol,Manual,760000
2753,Ignis,General,3,40000,Petrol,Manual,450000
2760,Grand_i10,General,3,15000,Petrol,Manual,500000
2763,WagonR,General,20,117000,Petrol,Manual,70000
2765,Innova,General,10,110000,Diesel,Manual,730000
2772,Verna,General,8,70000,Diesel,Manual,650000
2777,Esteem,General,16,90000,Petrol,Manual,90000
2779,Jazz,General,5,24585,Diesel,Manual,700000
2784,Figo,General,11,110000,Diesel,Manual,190000
2785,Figo,General,11,100000,Diesel,Manual,150000
2786,Zen,General,13,65000,Petrol,Manual,125000
2787,Amaze,General,7,40000,Diesel,Manual,290000
2788,Celerio,General,3,13900,Petrol,Manual,490000
2789,Tigor,General,5,17563,Petrol,Manual,434999
2796,Amaze,General,5,15000,Petrol,Manual,430000
2800,X1,Premium,10,120000,Diesel,Automatic,700000
2801,WagonR,General,15,70000,LPG,Manual,100000
2802,Grand_i10,General,7,90000,Petrol,Manual,300000
2807,Verna,General,12,120000,Diesel,Manual,280000
2809,Rapid,General,9,120000,Diesel,Manual,210000
2810,Q3,Premium,8,110000,Diesel,Automatic,1150000
2818,Alto,General,15,40000,Petrol,Manual,75000
2820,Sonata,General,16,80000,Petrol,Automatic,275000
2824,Indigo,General,9,125000,Diesel,Manual,125000
2827,Micra,General,6,33000,Petrol,Manual,440000
2828,Swift,General,9,80000,Diesel,Manual,250000
2831,Alto,General,3,5000,Petrol,Manual,240000
2842,Jazz,General,4,9700,Petrol,Manual,836000
2843,Polo,Premium,10,62000,Petrol,Manual,375000
2850,Alto,General,6,40000,Petrol,Manual,350000
2855,Innova,General,13,160000,Diesel,Manual,760000
2857,Micra,General,9,28740,Petrol,Manual,363000
2864,Verna,General,11,90000,Diesel,Manual,390000
2865,WagonR,General,12,50000,Petrol,Manual,260000
2870,Santro,General,17,80000,Petrol,Manual,140000
2874,Swift,General,6,80000,Diesel,Manual,540000
2880,Spark,General,9,53000,Petrol,Manual,165000
2881,Linea,General,12,65000,Diesel,Manual,221000
2883,Figo,General,10,42000,Petrol,Manual,260000
2888,Vento,General,11,53000,Petrol,Manual,305000
